Transaction Date,Post Date,Description,Category,Type,Amount,Memo,12,,Year
07/18/2023,07/19/2023,WWW.KOHLS.COM #0873,Shopping,Sale,-18.01,,,,2023
07/17/2023,07/19/2023,HARRIS TEETER 303,Groceries,Sale,-15.42,,,,2023
07/17/2023,07/19/2023,MACYS  PENTAGON CITY,Shopping,Return,53.42,,,,2023
07/17/2023,07/19/2023,KOHL'S #0326,Shopping,Return,40.52,,,,2023
07/17/2023,07/18/2023,Amazon.com*TZ7LR3KJ3,Shopping,Sale,-19.78,,,,2023
07/16/2023,07/17/2023,GIANT FOOD INC #227,Groceries,Sale,-97.03,,,,2023
07/15/2023,07/17/2023,Sally Beauty Supply LLC,Shopping,Sale,-43.71,,,,2023
07/14/2023,07/16/2023,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-144.44,,,,2023
07/14/2023,07/14/2023,Kindle Svcs*1O7EE2TT3,Education,Sale,-11.4,,,,2023
07/14/2023,07/16/2023,COLD STONE CREAMERY,Food & Drink,Sale,-11.08,,,,2023
07/14/2023,07/16/2023,RED LOBSTER 0647,Food & Drink,Sale,-93.14,,,,2023
07/14/2023,07/16/2023,7-ELEVEN 32976,Gas,Sale,-44.42,,,,2023
07/14/2023,07/16/2023,WALGREENS #13989,Health & Wellness,Sale,-5.14,,,,2023
07/14/2023,07/16/2023,WALGREENS #13989,Health & Wellness,Sale,-15.99,,,,2023
07/14/2023,07/16/2023,KOHL'S #0326,Shopping,Sale,-27.91,,,,2023
07/14/2023,07/16/2023,KOHL'S #0326,Shopping,Sale,-40.52,,,,2023
07/13/2023,07/14/2023,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-189.56,,,,2023
07/13/2023,07/14/2023,AMZN Mktp US*BX2KB8H73,Shopping,Sale,-7.4,,,,2023
07/13/2023,07/13/2023,Amazon.com*OS6QF8QP3,Shopping,Sale,-16.9,,,,2023
07/12/2023,07/14/2023,OLIVE GARDEN  00013672,Food & Drink,Sale,-50.56,,,,2023
07/12/2023,07/13/2023,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-3.21,,,,2023
07/12/2023,07/13/2023,CHEESECAKE POTOMAC,Food & Drink,Sale,-26.4,,,,2023
07/12/2023,07/13/2023,AMZN Mktp US*8X6RI8JC3,Shopping,Sale,-29.4,,,,2023
07/11/2023,07/12/2023,FOOD LION #1383,Groceries,Sale,-24.79,,,,2023
07/11/2023,07/12/2023,Amazon.com*357C43H73,Shopping,Sale,-18.54,,,,2023
07/11/2023,07/12/2023,Amazon.com*U62X69NN3,Shopping,Sale,-41.45,,,,2023
07/10/2023,07/12/2023,DOLLAR GENERAL #10646,Shopping,Sale,-18.16,,,,2023
07/09/2023,07/10/2023,NETFLIX.COM,Bills & Utilities,Sale,-8.47,,,,2023
07/09/2023,07/10/2023,CAFE RIO 0043 MANASSAS,Food & Drink,Sale,-16.26,,,,2023
07/09/2023,07/10/2023,GIANT FOOD INC #227,Groceries,Sale,-71.67,,,,2023
07/08/2023,07/09/2023,BUDSGUNSHOP.COM LLC,Collectibles,Sale,-869.04,,,,2023
07/08/2023,07/10/2023,C Nails,Personal,Sale,-37,,,,2023
07/07/2023,07/09/2023,FAMILY DOLLAR #1874,Shopping,Sale,-6.05,,,,2023
07/06/2023,07/09/2023,BOB EVANS REST #0259,Food & Drink,Sale,-32.72,,,,2023
07/06/2023,07/07/2023,WALGREENS #13989,Health & Wellness,Sale,-20.37,,,,2023
07/06/2023,07/07/2023,MACYS  PENTAGON CITY,Shopping,Sale,-53.42,,,,2023
07/05/2023,07/05/2023,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-208.33,,,,2023
07/05/2023,07/06/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-31.4,,,,2023
07/05/2023,07/06/2023,TONY'S NY PIZZA,Food & Drink,Sale,-25.58,,,,2023
07/04/2023,07/05/2023,VIRGINIA TIRE BRISTOW,Automotive,Sale,-32.53,,,,2023
07/04/2023,07/05/2023,WAWA 8637,Gas,Sale,-42.55,,,,2023
07/04/2023,07/05/2023,EXXON A-PLUS #72,Gas,Sale,-4.09,,,,2023
07/04/2023,07/04/2023,AMZN Mktp US*TT0VF6PO3,Shopping,Sale,-47.68,,,,2023
07/03/2023,07/04/2023,CRAFT HOLSTERS,Collectibles,Sale,-219,,,,2023
07/03/2023,07/04/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-48.12,,,,2023
07/03/2023,07/04/2023,Amazon.com*KW5X41R23,Shopping,Sale,-29.67,,,,2023
07/02/2023,07/03/2023,MCDONALD'S M7641 OF VA,Food & Drink,Sale,-8.67,,,,2023
07/02/2023,07/03/2023,HARRIS TEETER 303,Groceries,Sale,-1.31,,,,2023
07/02/2023,07/03/2023,THE PAMPERED CHEF LTD,Shopping,Sale,-54.01,,,,2023
07/02/2023,07/02/2023,Amazon.com*EE1FB8G13,Shopping,Sale,-10.59,,,,2023
07/01/2023,07/03/2023,ASIAN GARDEN,Food & Drink,Sale,-49.29,,,,2023
07/01/2023,07/02/2023,MCDONALD'S M2106 OF VA,Food & Drink,Sale,-8.35,,,,2023
07/01/2023,07/02/2023,DQ GRILL &amp; CHILL,Food & Drink,Sale,-9.99,,,,2023
07/01/2023,07/02/2023,BP#4843108GODWIN BP,Gas,Sale,-51.97,,,,2023
07/01/2023,07/02/2023,WALGREENS #13989,Health & Wellness,Sale,-15.99,,,,2023
07/01/2023,07/02/2023,AMZN Mktp US*T36ND3KD3,Shopping,Sale,-31.78,,,,2023
07/01/2023,07/02/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2023
07/01/2023,07/02/2023,DIGITALOCEAN.COM,Professional Services,Sale,-6,,,,2023
06/30/2023,07/02/2023,SQ *SWIRLIE'S SOFT SERVE,Food & Drink,Sale,-11.38,,,,2023
06/30/2023,07/02/2023,HARRIS TEETER 303,Groceries,Sale,-69.7,,,,2023
06/30/2023,07/02/2023,Amazon.com*9357Q8LA3,Shopping,Sale,-24.86,,,,2023
06/30/2023,07/02/2023,Amazon.com*J66NB28U3,Shopping,Sale,-21.21,,,,2023
06/30/2023,07/02/2023,Amazon.com*6P3138273,Shopping,Sale,-13.38,,,,2023
06/30/2023,07/02/2023,Amazon.com*OI2WZ8K33,Shopping,Sale,-5.83,,,,2023
06/30/2023,07/02/2023,Amazon.com*CO76L5SM3,Shopping,Sale,-12.23,,,,2023
06/29/2023,06/29/2023,TST* PARIS BAGUETTE - MAN,Food & Drink,Sale,-19.65,,,,2023
06/29/2023,07/02/2023,HOG SHACK BBQ,Food & Drink,Sale,-63.19,,,,2023
06/29/2023,06/29/2023,Payment Thank You Bill Pa,,Payment,2616.41,,,,2023
06/28/2023,06/29/2023,7-ELEVEN 20412,Gas,Sale,-43.07,,,,2023
06/28/2023,06/30/2023,HARRIS TEETER 303,Groceries,Sale,-29.07,,,,2023
06/27/2023,06/28/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-61.88,,,,2023
06/27/2023,06/28/2023,Amazon.com*0G1LU9RC3,Shopping,Sale,-3.17,,,,2023
06/26/2023,06/27/2023,HARRIS TEETER 303,Groceries,Sale,-8.48,,,,2023
06/26/2023,06/27/2023,SQ *BLUE STAR APPLIANCES,Home,Home,-75,,,,2023
06/26/2023,06/27/2023,GOSSIP NAILS SPA,Personal,Sale,-40,,,,2023
06/26/2023,06/27/2023,Amazon.com*OZ1PN9YW3,Shopping,Sale,-31.79,,,,2023
06/26/2023,06/27/2023,DOLLAR TREE,Shopping,Sale,-7.09,,,,2023
06/24/2023,06/25/2023,ADT SECURITY*403437551,Home,Sale,-100.93,,,,2023
06/24/2023,06/26/2023,MAIN STREET PUB,Food & Drink,Sale,-50.46,,,,2023
06/24/2023,06/25/2023,SQ *PETERSONS ICE CREAM D,Food & Drink,Sale,-12,,,,2023
06/24/2023,06/25/2023,CAB STORE GAINESVILLE  V,Shopping,Sale,-137.78,,,,2023
06/23/2023,06/25/2023,SQ *SWIRLIE'S SOFT SERVE,Food & Drink,Sale,-10.41,,,,2023
06/23/2023,06/25/2023,5GUYS 4002 QSR,Food & Drink,Sale,-35.82,,,,2023
06/23/2023,06/25/2023,HARRIS TEETER 303,Groceries,Sale,-85.96,,,,2023
06/22/2023,06/23/2023,BROCK &amp; COMPANY - 178,Food & Drink,Sale,-2.55,,,,2023
06/22/2023,06/23/2023,KOHL'S #0326,Shopping,Sale,-19.06,,,,2023
06/22/2023,06/23/2023,Amazon.com*OH5ST9G63,Shopping,Sale,-9.05,,,,2023
06/21/2023,06/22/2023,WALGREENS #13989,Health & Wellness,Sale,-7.49,,,,2023
06/21/2023,06/21/2023,Payment Thank You Bill Pa,,Payment,5000,,,,2023
06/20/2023,06/21/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-48.12,,,,2023
06/20/2023,06/22/2023,HARRIS TEETER 303,Groceries,Sale,-8.94,,,,2023
06/19/2023,06/20/2023,COLD STONE CREAMERY,Food & Drink,Sale,-14.73,,,,2023
06/18/2023,06/19/2023,BUDSGUNSHOP.COM LLC,Collectibles,Sale,-98.34,,,,2023
06/18/2023,06/20/2023,7-ELEVEN 32976,Gas,Sale,-43.06,,,,2023
06/18/2023,06/19/2023,WALGREENS #13989,Health & Wellness,Sale,-36.14,,,,2023
06/18/2023,06/19/2023,WWW.KOHLS.COM #0873,Shopping,Sale,-27.45,,,,2023
06/17/2023,06/19/2023,ISHOOTFIREARMS,Collectibles,Sale,-857.05,,,,2023
06/17/2023,06/18/2023,ALIEN GEAR HOLSTERS,Collectibles,Sale,-114.63,,,,2023
06/17/2023,06/18/2023,MAGS-R-US,Collectibles,Sale,-62.9,,,,2023
06/17/2023,06/19/2023,SHOWMASTERS INC,Entertainment,Sale,-36,,,,2023
06/17/2023,06/19/2023,TST* Willards Real Pit B,Food & Drink,Sale,-23.64,,,,2023
06/17/2023,06/18/2023,SQ *ILLUMINATING SENSATIO,Shopping,Sale,-39,,,,2023
06/17/2023,06/18/2023,DOLLAR TREE,Shopping,Sale,-8.68,,,,2023
06/17/2023,06/18/2023,AMZN Mktp US*PH67N9F53,Shopping,Sale,-28.8,,,,2023
06/16/2023,06/18/2023,ADVANCE AUTO PARTS #9035,Automotive,Sale,-5.61,,,,2023
06/16/2023,06/18/2023,HARRIS TEETER 303,Groceries,Sale,-92.49,,,,2023
06/16/2023,06/16/2023,AMZN Mktp US*RH47S1SL3,Shopping,Sale,-18.32,,,,2023
06/15/2023,06/18/2023,PANDA CAFE,Food & Drink,Sale,-18.48,,,,2023
06/15/2023,06/18/2023,UNCLE RICO'S CANTINA,Food & Drink,Sale,-28.23,,,,2023
06/15/2023,06/16/2023,AMZN Mktp US*SC67Z7CK3,Shopping,Sale,-10.84,,,,2023
06/14/2023,06/14/2023,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-144.44,,,,2023
06/14/2023,06/15/2023,AMZN Mktp US,Shopping,Return,14.83,,,,2023
06/13/2023,06/14/2023,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-121.51,,,,2023
06/13/2023,06/14/2023,TPC*PROACTIV,Personal,Sale,-83.82,,,,2023
06/13/2023,06/14/2023,GIANT LANDOVER #239,Groceries,Sale,-9.84,,,,2023
06/13/2023,06/14/2023,AMZN Mktp US,Shopping,Return,12.71,,,,2023
06/13/2023,06/14/2023,KOHL'S #0326,Shopping,Sale,-8.47,,,,2023
06/12/2023,06/14/2023,5GUYS 4002 QSR,Food & Drink,Sale,-33.4,,,,2023
06/12/2023,06/13/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-43.86,,,,2023
06/12/2023,06/13/2023,HARRIS TEETER 303,Groceries,Sale,-34.43,,,,2023
06/12/2023,06/13/2023,DRS TERANGO AND KAY DDS,Health & Wellness,Sale,-80,,,,2023
06/12/2023,06/13/2023,Amazon.com*7066C8ZI3,Shopping,Sale,-12.7,,,,2023
06/12/2023,06/13/2023,AMZN Mktp US*VC3EU4AF3,Shopping,Sale,-14.83,,,,2023
06/11/2023,06/12/2023,GIANT FOOD INC #227,Groceries,Sale,-42.8,,,,2023
06/11/2023,06/12/2023,WALGREENS #13989,Health & Wellness,Sale,-2.96,,,,2023
06/11/2023,06/12/2023,Amazon.com*8S7L64OE3,Shopping,Sale,-25,,,,2023
06/10/2023,06/12/2023,MANASSAS CAR WASH - CRYPT,Automotive,Sale,-10,,,,2023
06/10/2023,06/12/2023,A Deli Italian Food,Food & Drink,Sale,-14.82,,,,2023
06/09/2023,06/11/2023,NETFLIX.COM,Bills & Utilities,Sale,-8.47,,,,2023
06/09/2023,06/11/2023,BOB EVANS REST #0537,Food & Drink,Sale,-35.13,,,,2023
06/09/2023,06/11/2023,TONY'S NY PIZZA,Food & Drink,Sale,-25.58,,,,2023
06/09/2023,06/11/2023,7-ELEVEN 32767,Gas,Sale,-43.92,,,,2023
06/09/2023,06/11/2023,Amazon.com,Shopping,Return,25.43,,,,2023
06/09/2023,06/11/2023,KOHL'S #0326,Shopping,Sale,-5.94,,,,2023
06/09/2023,06/11/2023,AMZN Mktp US*OO30U2UR3,Shopping,Sale,-12.71,,,,2023
06/08/2023,06/09/2023,VELOCITY WINGS MANASSAS,Food & Drink,Sale,-47.98,,,,2023
06/08/2023,06/09/2023,WALGREENS #13989,Health & Wellness,Sale,-10.47,,,,2023
06/08/2023,06/09/2023,KOHL'S #0326,Shopping,Sale,-11.66,,,,2023
06/08/2023,06/09/2023,Amazon.com*495DO4T53,Shopping,Sale,-6.02,,,,2023
06/08/2023,06/08/2023,Amazon.com*0G1SS9VY3,Shopping,Sale,-25.43,,,,2023
06/07/2023,06/08/2023,SQ *JITTERBUGS ICE CREAM,Food & Drink,Sale,-9.78,,,,2023
06/07/2023,06/08/2023,GIANT FOOD INC #227,Groceries,Sale,-7.07,,,,2023
06/07/2023,06/08/2023,WALGREENS #13989,Health & Wellness,Sale,-20.05,,,,2023
06/07/2023,06/07/2023,AMZN Mktp US*SX0TD0TP3,Shopping,Sale,-10.59,,,,2023
06/06/2023,06/07/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-56.55,,,,2023
06/06/2023,06/07/2023,HARRIS TEETER 303,Groceries,Sale,-19.39,,,,2023
06/05/2023,06/06/2023,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-208.33,,,,2023
06/05/2023,06/05/2023,Offer:Five Guys Famous,Fees & Adjustments,Adjustment,1.15,,,,2023
06/05/2023,06/07/2023,MAMA MIA PIZZA GAINESVILL,Food & Drink,Sale,-50.74,,,,2023
06/05/2023,06/06/2023,AMZN Mktp US*W29FL7AB3,Shopping,Sale,-8.71,,,,2023
06/05/2023,06/06/2023,AMZN Mktp US*7A3TO3PW3,Shopping,Sale,-30.53,,,,2023
06/04/2023,06/05/2023,MCDONALD'S M7641 OF VA,Food & Drink,Sale,-8.67,,,,2023
06/04/2023,06/05/2023,GIANT LANDOVER #239,Groceries,Sale,-8.08,,,,2023
06/04/2023,06/05/2023,HARRIS TEETER 303,Groceries,Sale,-81.92,,,,2023
06/04/2023,06/06/2023,IAD DULLES HOURLY 53,Travel,Sale,-6,,,,2023
06/03/2023,06/05/2023,CAFE YUMM 100017,Food & Drink,Sale,-14.24,,,,2023
06/03/2023,06/05/2023,THAI TYME RESTAURANT,Food & Drink,Sale,-32.71,,,,2023
06/03/2023,06/05/2023,FEDEX OFFIC18300018341,Personal,Sale,-1.59,,,,2023
06/03/2023,06/05/2023,FEDEX OFFIC18300018341,Personal,Sale,-2.4,,,,2023
06/03/2023,06/04/2023,AMZN Mktp US*J64SE5OX3,Shopping,Sale,-71.01,,,,2023
06/03/2023,06/04/2023,UNITED      0164212031328,Travel,Sale,-35,,,,2023
06/02/2023,06/04/2023,ADVANCE AUTO PARTS #9035,Automotive,Sale,-22.03,,,,2023
06/02/2023,06/04/2023,COOK OUT MANASSAS PARK,Food & Drink,Sale,-8.9,,,,2023
06/02/2023,06/04/2023,SQ *SEASIDE CONFECTIONS I,Food & Drink,Sale,-5.25,,,,2023
06/02/2023,06/04/2023,CAFE RIO 0043 MANASSAS,Food & Drink,Sale,-16.26,,,,2023
06/02/2023,06/04/2023,TST* THE ROCK - VANCOUVER,Food & Drink,Sale,-22.44,,,,2023
06/02/2023,06/04/2023,SHEETZ 0270   00002709,Gas,Sale,-42.08,,,,2023
06/01/2023,06/04/2023,AUTOZONE #1137,Automotive,Sale,-18.53,,,,2023
06/01/2023,06/02/2023,THE NAIL KITCHEN SPA,Health & Wellness,Sale,-49.45,,,,2023
06/01/2023,06/02/2023,VA ARMS COMPANY INC,Shopping,Sale,-47,,,,2023
06/01/2023,06/01/2023,DIGITALOCEAN.COM,Professional Services,Sale,-6,,,,2023
05/31/2023,06/02/2023,5GUYS 4002 QSR,Food & Drink,Sale,-22.96,,,,2023
05/31/2023,06/01/2023,GIANT FOOD INC #227,Groceries,Sale,-55.75,,,,2023
05/31/2023,06/02/2023,THE HOME DEPOT 4648,Home,Sale,-15.35,,,,2023
05/31/2023,06/01/2023,Amazon.com*TT8SF1R30,Shopping,Sale,-26.54,,,,2023
05/31/2023,06/01/2023,Amazon.com*4A8LD58C3,Shopping,Sale,-24.86,,,,2023
05/31/2023,06/01/2023,Amazon.com*CP8PP4SK3,Shopping,Sale,-10.96,,,,2023
05/31/2023,06/01/2023,Amazon.com*MU1RR0ZX3,Shopping,Sale,-12.23,,,,2023
05/31/2023,06/01/2023,Amazon.com*VL5CI7PA3,Shopping,Sale,-7.72,,,,2023
05/31/2023,06/01/2023,Amazon.com*487KN1BX3,Shopping,Sale,-15.66,,,,2023
05/30/2023,05/31/2023,CASCADE 16 IMAX &amp; RPX,Entertainment,Sale,-6.95,,,,2023
05/30/2023,05/31/2023,FRED MEYER 0460,Groceries,Sale,-28.17,,,,2023
05/30/2023,05/31/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,,,,2023
05/30/2023,05/31/2023,AMZN Mktp US*TX2048I63,Shopping,Sale,-31.78,,,,2023
05/30/2023,05/31/2023,CLARK BROTHERS,Shopping,Sale,-15.8,,,,2023
05/30/2023,05/31/2023,AMZN Mktp US*HP91X4NU3,Shopping,Sale,-39.28,,,,2023
05/29/2023,05/30/2023,CLARK BROTHERS,Collectibles,Sale,-2186.93,,,,2023
05/29/2023,05/30/2023,SEATTLE GREAT WHEEL,Entertainment,Sale,-19.59,,,,2023
05/29/2023,05/30/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-30.18,,,,2023
05/29/2023,05/31/2023,VG 0020 DTS - DOWNTOWN,Food & Drink,Sale,-29.16,,,,2023
05/29/2023,05/30/2023,CLARK BROTHERS,Shopping,Sale,-76.29,,,,2023
05/29/2023,05/30/2023,AMZN Mktp US*YW8DG0X63,Shopping,Sale,-13.67,???,,,2023
05/29/2023,05/30/2023,AMZN Mktp US*HO92C16Z3,Shopping,Sale,-22.2,???,,,2023
05/29/2023,05/29/2023,AMZN Mktp US*T71MY6GK3,Shopping,Sale,-29.66,???,,,2023
05/29/2023,05/29/2023,ALIEN GEAR HOLSTERS,Shopping,Sale,-80.77,,,,2023
05/28/2023,05/29/2023,BUDSGUNSHOP.COM LLC,Collectibles,Sale,-630.5,,,,2023
05/28/2023,05/30/2023,MCGLINN'S PUBLIC HOUSE,Food & Drink,Sale,-15.07,,,,2023
05/28/2023,05/29/2023,LOS CAMPEROS MEXICAN REST,Food & Drink,Sale,-22.52,,,,2023
05/28/2023,05/30/2023,MCGLINN'S PUBLIC HOUSE,Food & Drink,Sale,-15.07,,,,2023
05/28/2023,05/29/2023,WALGREENS #13989,Health & Wellness,Sale,-23.67,,,,2023
05/27/2023,05/29/2023,RMCF LEAVENWORTH  WA,Food & Drink,Sale,-17.75,,,,2023
05/27/2023,05/29/2023,TST* Gustavs,Food & Drink,Sale,-19.76,,,,2023
05/27/2023,05/28/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-71.22,,,,2023
05/27/2023,05/28/2023,WAWA 8637,Gas,Sale,-23.31,,,,2023
05/27/2023,05/28/2023,LS SEATTLE SHIRT COMP,Shopping,Sale,-15.17,,,,2023
05/27/2023,05/28/2023,BOULDER BEND GLASSWORKS,Shopping,Sale,-16.25,,,,2023
05/26/2023,05/29/2023,TROJAN ARMS &amp; TACTICAL IN,Collectibles,Sale,-169.56,,,,2023
05/26/2023,05/29/2023,TROJAN ARMS &amp; TACTICAL IN,Collectibles,Sale,-874.09,,,,2023
05/26/2023,05/28/2023,CAB STORE GAINESVILLE  V,Collectibles,Sale,-152.5,,,,2023
05/26/2023,05/28/2023,TST* Stein,Food & Drink,Sale,-15.44,,,,2023
05/26/2023,05/28/2023,BP#1195300GAS A GO GO,Gas,Sale,-62.88,,,,2023
05/26/2023,05/28/2023,SQ *SCHOCOLAT,Groceries,Sale,-7.51,,,,2023
05/26/2023,05/28/2023,SMALLWOODS HARVEST LLC,Groceries,Sale,-7.95,,,,2023
05/26/2023,05/28/2023,GANZ KLASSE,Shopping,Sale,-8.68,,,,2023
05/25/2023,05/26/2023,CHIPOTLE 3502,Food & Drink,Sale,-13.26,,,,2023
05/25/2023,05/25/2023,Payment Thank You Bill Pa,,Payment,5832.33,,,,2023
05/24/2023,05/25/2023,ADT SECURITY*403437551,Home,Sale,-65.94,,,,2023
05/24/2023,05/26/2023,KOHL'S #1117,Shopping,Return,76.06,,,,2023
05/23/2023,05/25/2023,BATH &amp; BODY WORKS 3856,Shopping,Sale,-8.95,,,,2023
05/23/2023,05/24/2023,AMZN Mktp US*L98J96HT3,Shopping,Sale,-11.38,???,,,2023
05/22/2023,05/23/2023,LEGAL HEAT,Education,Sale,-149.98,,,,2023
05/22/2023,05/23/2023,BLACK BEAR DINER 183,Food & Drink,Sale,-19,,,,2023
05/22/2023,05/23/2023,FRED MEYER 0093,Groceries,Sale,-7.6,,,,2023
05/22/2023,05/23/2023,Amazon.com*A83TT3QT3,Shopping,Sale,-9.53,???,,,2023
05/22/2023,05/23/2023,KOHL'S #1003,Shopping,Sale,-105.4,,,,2023
05/22/2023,05/23/2023,AMZN Mktp US*0B66R1RD3,Shopping,Sale,-24.37,???,,,2023
05/21/2023,05/22/2023,WAL-MART #3573,Groceries,Sale,-36.06,,,,2023
05/21/2023,05/22/2023,GIANT FOOD INC #227,Groceries,Sale,-52.15,,,,2023
05/21/2023,05/22/2023,AMZN Mktp US*4Y33Y5VA3,Shopping,Sale,-12.18,???,,,2023
05/20/2023,05/21/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-52.1,,,,2023
05/20/2023,05/23/2023,KOHL'S #1117,Shopping,Return,27.11,,,,2023
05/20/2023,05/22/2023,KOHL'S #1117,Shopping,Sale,-16.26,,,,2023
05/18/2023,05/19/2023,Clarke's Automotive,Automotive,Sale,-953,,,,2023
05/18/2023,05/21/2023,MANASSAS CAR WASH - CRYPT,Automotive,Sale,-3,,,,2023
05/18/2023,05/21/2023,FLAGSHIP CAR WASH OF M,Automotive,Sale,-36,,,,2023
05/18/2023,05/21/2023,MULTNOMAH FALLS LODGE RES,Food & Drink,Sale,-14.38,,,,2023
05/18/2023,05/19/2023,WALGREENS #5816,Health & Wellness,Sale,-18,,,,2023
05/18/2023,05/19/2023,Amazon.com*G59OX1J03,Shopping,Sale,-42.39,,,,2023
05/18/2023,05/21/2023,MULTNOMAH FALLS,Shopping,Sale,-5.49,,,,2023
05/17/2023,05/19/2023,DAIRY QUEEN #16780,Food & Drink,Sale,-5.21,,,,2023
05/17/2023,05/18/2023,DQ GRILL &amp; CHILL,Food & Drink,Sale,-4.94,,,,2023
05/16/2023,05/17/2023,HOME* AHS.COM,Bills & Utilities,Sale,-100,,,,2023
05/16/2023,05/17/2023,CINEMA 99 STM 11,Entertainment,Sale,-10.44,,,,2023
05/16/2023,05/19/2023,KOHL'S #1117,Shopping,Sale,-27.11,,,,2023
05/15/2023,05/15/2023,Offer:CVS,Fees & Adjustments,Adjustment,2.5,,,,2023
05/15/2023,05/16/2023,SEIZE THE BAGEL,Food & Drink,Sale,-10.91,,,,2023
05/14/2023,05/15/2023,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-144.44,,,,2023
05/14/2023,05/16/2023,COOK OUT MANASSAS PARK,Food & Drink,Sale,-8.9,,,,2023
05/14/2023,05/15/2023,TEXAS ROADHOUSE #2719,Food & Drink,Sale,-33.61,,,,2023
05/14/2023,05/16/2023,SHEETZ 0270   00002709,Gas,Sale,-60.17,,,,2023
05/14/2023,05/15/2023,GIANT FOOD INC #227,Groceries,Sale,-72.01,,,,2023
05/13/2023,05/14/2023,USAA NON-BANK SVCS,Bills & Utilities,Sale,-121.51,,,,2023
05/13/2023,05/15/2023,DAIRY QUEEN #16780,Food & Drink,Sale,-5.21,,,,2023
05/13/2023,05/14/2023,OLIVE GARDEN  00011312,Food & Drink,Sale,-23.19,,,,2023
05/12/2023,05/14/2023,FRED MEYER 0460,Groceries,Sale,-22.53,,,,2023
05/12/2023,05/14/2023,THE NAIL KITCHEN SPA,Health & Wellness,Sale,-38,,,,2023
05/12/2023,05/14/2023,VA ARMS COMPANY INC,Shopping,Sale,-47,,,,2023
05/12/2023,05/14/2023,CAB STORE GAINESVILLE  V,Shopping,Sale,-204.42,,,,2023
05/11/2023,05/11/2023,Offer:Five Guys Famous,Fees & Adjustments,Adjustment,1.15,,,,2023
05/11/2023,05/12/2023,TST* Kitchen Table Cafe -,Food & Drink,Sale,-18.37,,,,2023
05/11/2023,05/14/2023,SAFEWAY #0400,Groceries,Sale,-3.16,,,,2023
05/11/2023,05/12/2023,KOHL'S #1003,Shopping,Sale,-7.82,,,,2023
05/10/2023,05/12/2023,NEW GARDEN ASIAN CUISINE,Food & Drink,Sale,-22,,,,2023
05/10/2023,05/12/2023,TST* Cannon Beach Bakery,Food & Drink,Sale,-7.51,,,,2023
05/10/2023,05/11/2023,HARRIS TEETER 303,Groceries,Sale,-12.88,,,,2023
05/10/2023,05/11/2023,HARRIS TEETER 303,Groceries,Sale,-35.15,,,,2023
05/10/2023,05/12/2023,CVS BY SWYFT,Shopping,Sale,-24.99,,,,2023
05/09/2023,05/10/2023,NETFLIX.COM,Bills & Utilities,Sale,-8.47,,,,2023
05/09/2023,05/10/2023,SEASIDE AQUARIUM &amp; GIFT S,Entertainment,Sale,-10,,,,2023
05/09/2023,05/09/2023,TST* Angelinas Pizzeria,Food & Drink,Sale,-12,,,,2023
05/08/2023,05/10/2023,CHALET RESTAURANT  BAKER,Groceries,Sale,-20.95,,,,2023
05/07/2023,05/09/2023,TST* Cannon Beach Bakery,Food & Drink,Sale,-18.38,,,,2023
05/07/2023,05/09/2023,HARRIS TEETER 303,Groceries,Sale,-7.86,,,,2023
05/07/2023,05/08/2023,GIANT FOOD INC #227,Groceries,Sale,-32.33,,,,2023
05/07/2023,05/09/2023,THE HOME DEPOT 4648,Home,Sale,-16.94,,,,2023
05/07/2023,05/09/2023,THE HOME DEPOT 4648,Home,Sale,-10.05,,,,2023
05/07/2023,05/07/2023,SEND A CAKE,Shopping,Sale,-82.06,,,,2023
05/06/2023,05/07/2023,NORTHERN VIRGINIA REG PRK,Bills & Utilities,Sale,-125,,,,2023
05/06/2023,05/08/2023,PLAZA JALISO MEXICAN REST,Food & Drink,Sale,-23.95,,,,2023
05/06/2023,05/08/2023,5GUYS 4002 QSR,Food & Drink,Sale,-22.96,,,,2023
05/06/2023,05/07/2023,FRED MEYER 0218,Groceries,Sale,-3.74,,,,2023
05/06/2023,05/07/2023,WALGREENS #13989,Health & Wellness,Sale,-24.07,,,,2023
05/06/2023,05/08/2023,THE HOME DEPOT 4648,Home,Sale,-42.08,,,,2023
05/05/2023,05/07/2023,SQ *TACO MACHINE,Food & Drink,Sale,-15.52,,,,2023
